GENDER_ENC,PARTNER_ENC,DEPENDENTS_ENC,PHONESERVICE_ENC,PAPERLESS_ENC,ML_NO,ML_YES,IS_DSL,IS_FIBER,OS_NO,OS_YES,OB_NO,OB_YES,DP_NO,DP_YES,TS_NO,TS_YES,STV_NO,STV_YES,SM_NO,SM_YES,CONTRACT_ONE_YEAR,CONTRACT_TWO_YEAR,PM_MAILED,PM_BANK_TRANSFER,PM_CREDIT_CARD,BUCKET_0_12,BUCKET_13_24,BUCKET_25_48,BUCKET_49_60,AVG_MONTHLY_CHARGE,CLV_ESTIMATE,HIGH_MONTHLY_CHARGE,HAS_LONG_TENURE,TENURE_ZSCORE,MONTHLYCHARGES_ZSCORE,TOTALCHARGES_ZSCORE,CHURN_ENC
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21.279166667,245.4,0,0,-0.8319732708,-1.474049282,-0.8946426953,0
1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,74.3375,1206.4,0,0,-0.6690090143,0.3523832019,-0.4825808457,0
0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,75.970634921,5021.1,0,1,1.245821,0.4953069449,1.104147335,0
0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,82.768181818,1797.4,1,0,-0.4245626294,0.5617831044,-0.2039907723,0
0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,75.1296875,2441.6,0,0,-0.017151988,0.3822974737,0.05331351948,0
0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,68.35,238.2,0,0,-1.198642848,0.485335521,-0.9168328468,1
0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,73.253846154,1054.95,1,0,-0.7912322067,0.5435021606,-0.5871789556,1
0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,103.521323529,7055,1,1,1.449526321,1.294682763,2.098204362,0
0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,84.601666667,2593.5,1,0,-0.09863411628,0.7196639834,0.1123843205,0
0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,75.803125,1201.6,0,0,-0.6690090143,0.3424117779,-0.4722357353,0
1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,80.336363636,2659.8,1,0,0.02358907614,0.5252212167,0.1622570169,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18.122222222,1389.6,0,1,1.612490578,-1.512273073,-0.4316714325,0
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,90.025,338.4,1,0,-1.157901784,0.6581735358,-0.8484315945,1
0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,36.2875,403.2,0,0,-0.8319732708,-1.036968533,-0.8151904828,0
0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,77.0125,333,1,0,-1.157901784,0.6133021281,-0.8713937692,0
0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,72.416666667,474.3,0,0,-1.076419656,0.473702193,-0.8156095811,1
0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,109.521538462,7023.25,1,1,1.327303129,1.437606506,2.133254214,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21.363333333,298.5,0,0,-0.7097500784,-1.492330226,-0.8659234336,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,22.147916667,505.2,0,0,-0.3430805011,-1.454106434,-0.7727953821,0
0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,29.4,391.95,0,0,-0.7912322067,-1.151639908,-0.8386820448,0
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,83.375,1916.4,0,0,-0.3430805011,0.5002926569,-0.1245385598,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,68.329166667,4716,0,1,1.612490578,0.02332621213,1.163063732,0
0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,104.551851852,5621.4,1,0,0.8791514231,1.306316091,1.483387172,0
0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,71.933333333,223.2,0,0,-1.198642848,0.3191451221,-0.9120904188,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.4,82,0,0,-1.157901784,-1.472387378,-0.973058191,0
0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,90.5171875,2923.2,1,0,-0.017151988,0.8825305743,0.2705387802,0
1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,97.022857143,3466.75,1,0,0.1050712044,1.138463789,0.4907859601,1
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,21.695714286,717.5,0,0,0.1050712044,-1.472387378,-0.6723000239,0
1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,42.575,89.9,0,0,-1.239383912,-0.6597163272,-0.9697274625,1
0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,66.94375,604.8,0,0,-0.9949375274,0.3590308178,-0.7710307578,0
1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,56.961363636,1212.2,0,0,-0.4245626294,-0.3223498175,-0.4544571447,0
0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,63.676666667,884.25,0,0,-0.7097500784,-0.1943832104,-0.5859216607,0
1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,98.3,2092.2,1,0,-0.4245626294,1.007173373,-0.05324773503,0
1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,44.7,44.7,0,0,-1.280124976,-0.6680258471,-0.9875722265,1
0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25.540140845,1806.95,0,1,1.571749513,-1.307858883,-0.2073215009,0
1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,61.2875,227,0,0,-1.157901784,-0.2675069859,-0.8991424875,0
1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,81.152,2043.75,1,0,-0.302339437,0.5634450084,-0.1122744204,0
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,85.1171875,2755.2,1,0,-0.017151988,0.7080306554,0.1943070071,0
1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,31.492857143,208.6,0,0,-1.035678592,-1.163273236,-0.910039043,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,21.517647059,348.5,0,0,-0.6282679501,-1.472387378,-0.8459170047,0
1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,68.99375,487.2,0,0,-0.9949375274,-0.1295689548,-0.7637957978,0
0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,72.396428571,4102,0,0,0.9606335514,0.2809213304,0.7812431324,0
1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,45.7,45.7,0,0,-1.280124976,-0.6347877674,-0.9871310704,1
1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,104.04375,802.4,1,0,-0.9949375274,1.180011388,-0.6400956291,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.042857143,134.75,0,0,-1.035678592,-1.513934977,-0.9577500746,1
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.216666667,62.55,0,0,-1.198642848,-1.46075405,-0.9805357868,0
0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,78.170422535,5491.85,0,1,1.571749513,0.4171974574,1.441168533,0
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,87.4,192,1,0,-1.239383912,1.037087645,-0.9301778187,1
0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,90.55,90.55,1,0,-1.280124976,0.8559401104,-0.9673452196,1
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,96.593877551,4598.65,1,0,0.6754461024,0.9656257737,1.080744005,0
1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,69.809482759,4065.8,0,0,1.04211568,0.1762213791,0.7789270629,0
1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,30.902272727,1335.4,0,0,0.4717407817,-1.144992292,-0.4074519629,1
0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,76.988983051,4481.05,0,0,1.082856744,0.3706641458,0.9965934797,0
1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,106.086619718,7671.55,1,1,1.571749513,1.437606506,2.31556197,1
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,69.9,69.9,0,0,-1.280124976,0.1695737631,-0.9764550929,1
0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,80.786363636,827.75,0,0,-0.872714335,0.3473974899,-0.615258541,0
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,102.957258065,6432.5,1,1,1.205079936,1.294682763,1.808761849,1
0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,54.742857143,1923.25,0,0,0.1050712044,-0.3273355295,-0.1620368278,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20.65,390,0,0,-0.5060447577,-1.505625457,-0.8250944371,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20.22375,784,0,0,0.3087765251,-1.502301649,-0.6504186817,0
0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,48.369230769,1866.15,0,0,0.268035461,-0.5633258959,-0.1750950482,0
1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,86.6,86.6,1,0,-1.280124976,0.7246496953,-0.9690877862,1
0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23.322916667,1710,0,1,1.612490578,-1.364363618,-0.2664805331,0
0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,80.5,2659.8,1,0,0.02358907614,0.5252212167,0.1646392598,1
0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,45.079166667,525.6,0,0,-0.8319732708,-0.6979401189,-0.7686485149,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19.75,19.75,0,0,-1.280124976,-1.497315937,-0.9985790711,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19.901851852,517.05,0,0,-0.2208573087,-1.517258785,-0.7702366768,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,19.964705882,666.4,0,0,0.06433014028,-1.502301649,-0.7078351473,0
0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,80.600892857,4496.8,1,0,0.9606335514,0.5152497928,0.9839322998,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.549137931,1412.3,0,0,1.04211568,-1.344420771,-0.3791517995,0
0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,25.245454545,555.5,0,0,-0.4245626294,-1.314506499,-0.7622738093,0
0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,22.555,261,0,0,-0.9134553991,-1.286254131,-0.9077891469,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,20.65,260,0,0,-0.7912322067,-1.489006418,-0.8888635505,0
0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,83.357142857,2985.5,1,0,0.1050712044,0.6814401916,0.2797810003,1
0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,71.061764706,2380,0,0,0.06433014028,0.1728975711,0.0585853348,1
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,106.1125,377.2,1,0,-1.157901784,0.9805829096,-0.8200431998,1
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20.723611111,1490.4,0,1,1.612490578,-1.465739762,-0.3490428961,0
1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,66.2,140.6,0,0,-1.239383912,0.182868995,-0.9488828371,0
0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,94.414285714,667.45,1,0,-1.035678592,1.015482893,-0.7157318414,1
1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,70.146296296,2038.5,0,0,-0.2208573087,0.3557070099,-0.1717643197,1
1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,71.225,278.2,0,0,-1.157901784,0.1579404352,-0.8816065327,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,21.195945946,734.45,0,0,0.1865533327,-1.49399213,-0.6613152372,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.89047619,420,0,0,-0.4653036935,-1.489006418,-0.8230210034,0
0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,94.646226415,5080.05,1,0,0.8384103589,1.032101933,1.205657353,0
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,89.597222222,1621.8,1,0,-0.587526886,0.8409829745,-0.2958174133,1
0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,59.875,137.9,0,0,-1.239383912,0.1379975873,-0.9544634617,1
1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,100.1453125,3185.6,1,0,-0.017151988,1.155082828,0.4064589727,1
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21.095652174,477.25,0,0,-0.3838215653,-1.464077858,-0.7932429671,0
1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,53.616666667,150.45,0,0,-1.198642848,-0.4868783124,-0.9363319462,0
0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,58.383802817,4164.15,0,1,1.571749513,-0.2043546343,0.8214103947,0
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,91.938888889,863.1,1,0,-0.9541964632,1.033763837,-0.6422572939,0
0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,49.5,49.5,0,0,-1.280124976,-0.5084830642,-0.9854546773,0
1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,55.047222222,1034.1,0,0,-0.587526886,-0.24424033,-0.5701723882,1
1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,58.029166667,643.8,0,0,-0.8319732708,-0.3705450332,-0.7000928579,1
1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,78.667605634,5687.1,1,1,1.571749513,0.5086021768,1.456741344,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,25.01875,1561.6,0,1,1.286562064,-1.342758867,-0.3009127662,0
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,40.6125,160.2,0,0,-1.157901784,-0.8225829181,-0.9356260964,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20.443478261,448.5,0,0,-0.3838215653,-1.505625457,-0.7998603085,0
0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,52.974358974,1990.95,0,0,0.268035461,-0.4569640406,-0.09586341371,0
1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,50.944642857,1521.8,0,0,-0.1801162446,-0.3472783773,-0.3780047936,0
0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,78.5,423.5,1,0,-1.11716072,0.6614973438,-0.834138137,0
0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,85.81,3874.5,1,0,0.5124818458,0.7080306554,0.6962102953,0
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,68.997297297,2602.95,0,0,0.1865533327,0.184530899,0.1189354885,0
0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,111.139166667,6600,1,0,1.123597808,1.502420762,1.934491336,0
1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,102.425,804.8,1,0,-0.9949375274,1.189982812,-0.6458086005,1
0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,98.196808511,4460.3,1,0,0.5939639741,1.000525757,1.028753759,0
1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,79.638461538,2177.5,1,0,-0.2615983728,0.629921168,-0.09383409567,1
0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,91.25,264.9,1,0,-1.198642848,0.7811544309,-0.8865254232,1
0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,71.154,3487.5,0,0,0.7161871665,0.1645880512,0.5622091317,0
1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,72.485185185,1933.2,0,0,-0.2208573087,0.2260784987,-0.1439053123,0
0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,91.24375,736.8,1,0,-0.9949375274,0.9074591341,-0.6852700131,1
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.850806452,1466.3,0,1,1.205079936,-1.367687426,-0.3822840077,0
0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,83.442253521,5811.35,1,1,1.571749513,0.5667688164,1.606293259,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25.722727273,1656.6,0,1,1.368044193,-1.319492211,-0.2583412031,0
1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,115.438970588,7799.6,1,1,1.449526321,1.658639737,2.455717261,0
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,49.953846154,638.95,0,0,-0.7912322067,-0.5201163922,-0.7208051365,0
1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,81.383928571,4530.4,1,0,0.9606335514,0.5351926406,1.003276994,0
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,79.290789474,3019.1,0,0,0.2272943968,0.486997425,0.3219334651,1
1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,90.435714286,1266.3,1,0,-0.7504911425,0.8526163025,-0.4487441733,1
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,22.521875,308.8,0,0,-0.6690090143,-1.512273073,-0.8483213054,0
0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,74.75,982.8,0,0,-0.7504911425,0.1795451871,-0.5456220515,0
1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,73.371875,2232,0,0,-0.017151988,0.1645880512,0.02849848919,1
0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,55.96875,434,0,0,-0.9949375274,-0.3506021853,-0.8097642628,0
0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,97.905813953,4269.9,1,0,0.4309997175,1.146773308,0.849953194,0
0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,74.570192308,3848,0,0,0.7976692948,0.3058498902,0.703357024,0
1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,50.766666667,150.75,0,0,-1.198642848,-0.4835545044,-0.9401038308,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,19.731034483,574.2,0,0,-0.1393751804,-1.495654033,-0.7548623869,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.65,19.65,0,0,-1.280124976,-1.500639745,-0.9986231867,1
1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,43.9125,523.8,0,0,-0.8319732708,-0.7029258309,-0.7748247002,1
0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,34.54375,568,0,0,-0.6690090143,-0.9738161811,-0.7634649308,0
0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,80.21625,3230,1,0,0.3087765251,0.5302069287,0.4082235971,0
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,42.15,197.5,0,0,-1.11716072,-0.840863862,-0.9143182571,1
1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,92.67375,3884,1,0,0.3087765251,1.073649533,0.6280516787,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,17.243055556,703.8,0,0,0.1458122686,-1.503963553,-0.7334442586,0
0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,82.5,400,0,0,-1.11716072,0.5052783688,-0.8253150151,1
0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,83.205,847,1,0,-0.9134553991,0.6614973438,-0.6402279759,1
1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,92.775,179.1,1,0,-1.239383912,0.8227020307,-0.9254353907,1
1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,84.486956522,2083.8,1,0,-0.3838215653,0.8576020144,-0.150037382,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19.457692308,521.3,0,0,-0.2615983728,-1.487344514,-0.784111036,0
0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,111.761805556,8092.8,1,1,1.612490578,1.582192153,2.542625011,0
